Now just pop a pill to stop blood clots,https://timesofindia.indiatimes.com/Now-just-pop-a-pill-to-stop-blood-clots/articleshow/4905951.cms,"Tue, 18 Aug 2009 08:24:34 GMT","Washington: Blood clots can now be stopped easily and without needles, says a new study.Known as deep-vein thrombosis, blood clots affect the large veins in the lower leg and thigh. They are responsible for killing hundreds of people worldwide, esp. after joint replacement surgery. If the clot breaks free and moves through the bloodstream, it can lodge in lungs, a condition known as pulmonary embolism which is often fatal.Treating blood clots with syringes after joint surgery is painful and can cause bleeding. Now, an international team has found a better way of preventing deadly blood clots without increasing the risk of bleeding, the 'New England Journal of Medicine' reported.In a double blind study of more than 3,000 patients, researchers tested a new type of anti-clotting drug called Apixaban, which is an oral medication. The medicine proved just as effective at preventing blood clots and reduced the risk of bleeding by half. Most importantly for patient convenience, it was much easier to use, they said.��� This is a major step in our fight to prevent DVT and the many unnecessary deaths each year caused by blood clots after joint replacement surgery.""We now have a better treatment that reduces the risk of bleeding, and a patient no longer has to endure injections by needle,"" team leader Gary Raskob of University of Oklahoma said.","Washington: Blood clots can now be stopped easily and without needles, says a new study.Known as deep-vein thrombosis, blood clots affect the large veins in the lower leg and thigh.
after joint replacement surgery.
If the clot breaks free and moves through the bloodstream, it can lodge in lungs, a condition known as pulmonary embolism which is often fatal.Treating blood clots with syringes after joint surgery is painful and can cause bleeding.
The medicine proved just as effective at preventing blood clots and reduced the risk of bleeding by half.
Most importantly for patient convenience, it was much easier to use, they said.��� This is a major step in our fight to prevent DVT and the many unnecessary deaths each year caused by blood clots after joint replacement surgery.","['patient', 'preventing', 'clots', 'blood', 'bleeding', 'joint', 'risk', 'replacement', 'pill', 'stop', 'surgery', 'pop', 'team']",
Hysterectomy through belly button leaves no scars,https://timesofindia.indiatimes.com/Hysterectomy-through-belly-button-leaves-no-scars/articleshow/4904370.cms,"Mon, 17 Aug 2009 18:46:15 GMT","LONDON: In a surgical feat, doctors have operated on a woman which they claim is the first hysterectomy in Europe through a tiny incision in her belly button, leaving no visible outward scars.The technique, known as single incision laparoscopic surgery, is the latest development in keyhole surgery where the instruments are inserted through the belly button including a tiny camera and surgeons manoeuvre inside using a TV monitor.Surgeon Thomas Ind, who led the team which carried out the hysterectomy ��� the surgical removal of the uterus ��� on the woman named Debbie Price, said the method is only an extension of what is already being done with keyhole methods.���Instead of making three or four holes for instruments we just make one hole. The patients like the idea of not having three or four little scars across their tummy���, he said. Price, 46, decided to go for the operation after suffering for years with adenomyosis ��� a painful condition where the womb lining grows into muscle of the uterus.","LONDON: In a surgical feat, doctors have operated on a woman which they claim is the first hysterectomy in Europe through a tiny incision in her belly button, leaving no visible outward scars.The technique, known as single incision laparoscopic surgery, is the latest development in keyhole surgery where the instruments are inserted through the belly button including a tiny camera and surgeons manoeuvre inside using a TV monitor.Surgeon Thomas Ind, who led the team which carried out the hysterectomy ��� the surgical removal of the uterus ��� on the woman named Debbie Price, said the method is only an extension of what is already being done with keyhole methods.���Instead of making three or four holes for instruments we just make one hole.
The patients like the idea of not having three or four little scars across their tummy���, he said.
Price, 46, decided to go for the operation after suffering for years with adenomyosis ��� a painful condition where the womb lining grows into muscle of the uterus.","['leaves', 'surgical', 'hysterectomy', 'keyhole', 'price', 'woman', 'incision', 'surgery', 'scars', 'uterus', 'tiny', 'instruments', 'belly', 'button']",
Kissing can cause herpes,https://timesofindia.indiatimes.com/Kissing-can-cause-herpes/articleshow/4902526.cms,"Mon, 17 Aug 2009 10:52:57 GMT","MELBOURNE: If you think a kiss is just a kiss, you might want to think again, for the simple pleasure now comes with a health warning-it can cause herpes. The Australian Herpes Management Forum, which is to start an awareness campaign, has warned that a kiss is a major transmitter of herpes. The symbol of affection ""poses risks to both adults and children"".""No parent kissing their child or partner kissing their girlfriend wants to pass along the Herpes Simplex Virus (HSV), but people should be aware this is the main method of transmission. Once you have been infected with HSV-1 or HSV-2, the virus stays in your body for life and can reactivate at any time,"" the Australian media quoted AHMF's Executive Director Tricia Berger.""If you have a herpes sore on or near your mouth, it is likely that you'll pass the virus along to whomever you kiss. It is also possible to transmit the virus even when there are no apparent sores or symptoms, but the risk is higher when the sores are visible,"" Berger said.HSV-1 is the variant of the virus otherwise referred to as cold sores. It is commonly acquired as a child from contact, often a kiss, with adult relatives.Berger said the herpes risk posed by kissing would be the main theme of a new community service awareness campaign. Television and radio ads will be aired nationally from August up to National Herpes Awareness Day, in October.","MELBOURNE: If you think a kiss is just a kiss, you might want to think again, for the simple pleasure now comes with a health warning-it can cause herpes.
The Australian Herpes Management Forum, which is to start an awareness campaign, has warned that a kiss is a major transmitter of herpes.
""No parent kissing their child or partner kissing their girlfriend wants to pass along the Herpes Simplex Virus (HSV), but people should be aware this is the main method of transmission.
It is commonly acquired as a child from contact, often a kiss, with adult relatives.Berger said the herpes risk posed by kissing would be the main theme of a new community service awareness campaign.
Television and radio ads will be aired nationally from August up to National Herpes Awareness Day, in October.","['pass', 'kissing', 'main', 'awareness', 'kiss', 'risk', 'cause', 'sores', 'herpes', 'think', 'virus']",
A sweeter broccoli to cut heart diseases,https://timesofindia.indiatimes.com/A-sweeter-broccoli-to-cut-heart-diseases/articleshow/4901158.cms,"Mon, 17 Aug 2009 06:11:38 GMT","MELBOURNE: Scientists claimed to have developed a new variety of broccoli that is not only grown naturally, but also tastes sweeter and has 40 per cent more anti-oxidants than the normal to reduce risks of heart disease and cancer.Scientists at Victoria's Department of Primary Industries (DPI), have discovered ""Booster Broccoli"", a new variety that is the first in the group of super vegetables and contains more anti-oxidants than the usual variety, the ABC report said on Monday.DPI's leading scientist Rod Jones said that the new broccoli is not the result of genetic engineering.""All we've done is gone back and minded nature's natural diversity,"" he said.Jones also said that DPI had partnerships with large companies and had tested 400 varieties of broccoli before selecting the one that had the highest anti-oxidant content and now they have decided to breed the ""Booster Broccoli"".""It's also about improving the health of our population in general by getting people to eat vegetables that we know are very good for them,"" he added.""It's a premium branded product so the returns to growers should be higher,"" Jones said.","MELBOURNE: Scientists claimed to have developed a new variety of broccoli that is not only grown naturally, but also tastes sweeter and has 40 per cent more anti-oxidants than the normal to reduce risks of heart disease and cancer.Scientists at Victoria's Department of Primary Industries (DPI), have discovered ""Booster Broccoli"", a new variety that is the first in the group of super vegetables and contains more anti-oxidants than the usual variety, the ABC report said on Monday.DPI's leading scientist Rod Jones said that the new broccoli is not the result of genetic engineering.
""All we've done is gone back and minded nature's natural diversity,"" he said.Jones also said that DPI had partnerships with large companies and had tested 400 varieties of broccoli before selecting the one that had the highest anti-oxidant content and now they have decided to breed the ""Booster Broccoli"".
""It's also about improving the health of our population in general by getting people to eat vegetables that we know are very good for them,"" he added.
""It's a premium branded product so the returns to growers should be higher,"" Jones said.","['sweeter', 'varieties', 'victorias', 'weve', 'jones', 'antioxidants', 'broccoli', 'dpi', 'variety', 'heart', 'diseases', 'vegetables', 'cut', 'booster']",
'Havan' for bacteria-free homes: Study,https://timesofindia.indiatimes.com/Havan-for-bacteria-free-homes-Study/articleshow/4900831.cms,"Mon, 17 Aug 2009 04:30:40 GMT","LUCKNOW: Want to lead a healthy life and free your home from bacteria? Perform 'havan' at regular intervals.A study carried out by a team of scientists at National Botanical Research Institute (NBRI) here has claimed that smoke emitted during havans reduces airborne bacteria to a large extent, minimising possibility of infectious diseases.""Burning wood and medicinal herbs, better known as 'havan samagri'(mixture of wood and odoriferous and medicinal herbs), can effectively reduce pathogens in the air,"" NBRI's senior scientist Chandra Shekhar Nautiyal said.The study had already been published and accepted by Science Direct, a journal of ethnopharmacology.""As described in Rigvedas, saints used to perform agnihotra-yagnas to purify the environment by sublimating the havan samgri in fire,"" he said.In a bid to study the actual impact of havans, an indoor study was carried out by the NBRI team including Prof Nautiyal, Puneet Singh Chauhan and a fellow of Asian Agri-History Foundation Yeshwant Laxman Nene.A complex mixture of over five dozen odoriferous and medical herbs was obtained from Gurukul Kangri Pharmacy in Haridwar and burnt in an indoor environment to study its impact on the environment.","LUCKNOW: Want to lead a healthy life and free your home from bacteria?
Perform 'havan' at regular intervals.A study carried out by a team of scientists at National Botanical Research Institute (NBRI) here has claimed that smoke emitted during havans reduces airborne bacteria to a large extent, minimising possibility of infectious diseases.
""Burning wood and medicinal herbs, better known as 'havan samagri'(mixture of wood and odoriferous and medicinal herbs), can effectively reduce pathogens in the air,"" NBRI's senior scientist Chandra Shekhar Nautiyal said.The study had already been published and accepted by Science Direct, a journal of ethnopharmacology.
""As described in Rigvedas, saints used to perform agnihotra-yagnas to purify the environment by sublimating the havan samgri in fire,"" he said.In a bid to study the actual impact of havans, an indoor study was carried out by the NBRI team including Prof Nautiyal, Puneet Singh Chauhan and a fellow of Asian Agri-History Foundation Yeshwant Laxman Nene.A complex mixture of over five dozen odoriferous and medical herbs was obtained from Gurukul Kangri Pharmacy in Haridwar and burnt in an indoor environment to study its impact on the environment.","['havan', 'odoriferous', 'bacteriafree', 'study', 'environment', 'perform', 'nautiyal', 'herbs', 'wood', 'team', 'homes', 'nbri']",
A cot mattress that mimics the womb,https://timesofindia.indiatimes.com/A-cot-mattress-that-mimics-the-womb/articleshow/4899153.cms,"Sun, 16 Aug 2009 11:28:25 GMT","LONDON: It's a dream come true for tired-out-moms - a revolutionary new cot mattress which mimics the sensation of the womb to keep babies happy at night.

The Easidream mattress, invented by a British mother- of-six, Lynda Harding, has a series of inflatable pads which when placed under the existing mattress, reduces the time to settle babies by up to 90%.

The pads gently fill with air and then deflate again, mimicking a rocking motion. And, a cuddly toy sheep clipped to the side of the cot broadcasts the sound of mother's heartbeat along with a choice of sounds like vacuum cleaner and music.

The motion of the pads also encourages babies to sleep on their backs, recommended as the safest position for babies under six months old, the 'Daily Mail' reported.

44-year-old Harding, who battled to get her youngest child Bradley to sleep as a baby, said: ""Sleep deprivation is draining. This product would have been a godsend for me so I'd like to see it help other parents.""

Now, researchers at the University of Brighton have also developed a prototype. The product will be launched at the Baby Show in London in October.

Jeanne Tarrant, from the Royal College of Midwives, said: ""Babies do respond to hearing their mother's heartbeat or white noise and it usually sends them to sleep. A rocking motion can also help. Anything that reminds them of being in the womb is useful.""","LONDON: It's a dream come true for tired-out-moms - a revolutionary new cot mattress which mimics the sensation of the womb to keep babies happy at night.
The Easidream mattress, invented by a British mother- of-six, Lynda Harding, has a series of inflatable pads which when placed under the existing mattress, reduces the time to settle babies by up to 90%.
The pads gently fill with air and then deflate again, mimicking a rocking motion.
44-year-old Harding, who battled to get her youngest child Bradley to sleep as a baby, said: ""Sleep deprivation is draining.
A rocking motion can also help.","['london', 'mimics', 'cot', 'rocking', 'sleep', 'mattress', 'babies', 'mothers', 'motion', 'product', 'womb', 'pads']",
India should trains its doctors in infectious diseases,https://timesofindia.indiatimes.com/India-should-trains-its-doctors-in-infectious-diseases/articleshow/4898948.cms,"Sun, 16 Aug 2009 09:59:57 GMT","WASHINGTON: With India battling swine flu, an eminent Indian-American doctor has said it is the right time the government in the country accelerates process of training its doctors in infectious diseases or else it could be too late to bring the situation under control.With a country of a billion plus population, India is literally sitting on a time bomb of infectious disease, and it is quite depressing that the Indian Government and the health officials despite knowing this fact are reluctant to accelerate the process in this regard, Dr Navin Shah, One of the founders of the American Association of Physicians of Indian Origin (AAPI) and its past president, said.Dr Shah says he has been unsuccessfully campaigning in New Delhi for the last three years to push India to train its doctors in infectious diseases (ID).""There are over 50 million infectious disease patients in India and has no specialist. Compared to this, in US, where deaths due to ID are minuscule, there are about 6,000 ID specialists,"" Shah, who hails from the Pune city, told PTI in an interview.A country of one billion people needs at least 15,000 ID specialists.Maryland-based urologist, Dr Shah says there are no takers in New Delhi for his proposal to train at least one Indian doctor free of cost in US on infectious diseases.","WASHINGTON: With India battling swine flu, an eminent Indian-American doctor has said it is the right time the government in the country accelerates process of training its doctors in infectious diseases or else it could be too late to bring the situation under control.With a country of a billion plus population, India is literally sitting on a time bomb of infectious disease, and it is quite depressing that the Indian Government and the health officials despite knowing this fact are reluctant to accelerate the process in this regard, Dr Navin Shah, One of the founders of the American Association of Physicians of Indian Origin (AAPI) and its past president, said.Dr Shah says he has been unsuccessfully campaigning in New Delhi for the last three years to push India to train its doctors in infectious diseases (ID).
""There are over 50 million infectious disease patients in India and has no specialist.
Compared to this, in US, where deaths due to ID are minuscule, there are about 6,000 ID specialists,"" Shah, who hails from the Pune city, told PTI in an interview.A country of one billion people needs at least 15,000 ID specialists.Maryland-based urologist, Dr Shah says there are no takers in New Delhi for his proposal to train at least one Indian doctor free of cost in US on infectious diseases.","['shah', 'indian', 'doctors', 'dr', 'trains', 'india', 'country', 'diseases', 'process', 'infectious', 'id', 'train']",
10 home remedies to avoid swine flu,https://timesofindia.indiatimes.com/10-home-remedies-to-avoid-swine-flu/articleshow/4888598.cms,"Mon, 16 Feb 2015 05:45:24 GMT","Are the rising swine flu casualties giving you jitters? Not sure how you can avoid falling prey to the growing epidemic? First and foremost, there is absolutely no need to panic.Here are some easy steps you can take to tackle a flu virus of any kind, including swine flu. It is not necessary to follow all the steps at once. You can pick and choose a combination of remedies that suit you best. However, if you are already suffering from flu, these measures can help only up to an extent.1. Have five duly washed leaves of Tulsi (known as Basil in English; medicinal name Ocimum sanctum) everyday in the morning. Tulsi has a large number of therapeutic properties. It keeps throat and lungs clear and helps in infections by way of strengthening your immunity.2. Giloi (medicinal name Tinospora cordifolia) is a commonly available plant in many areas. Take a one-foot long branch of giloi, add five to six leaves of Tulsi and boil in water for 15-20 minutes or long enough to allow the water to extract its properties. Add black pepper and sendha (salt used during religious fasts), rock or black salt, or Misri (crystalised sugar like lumps to make it sweet) according to taste. Let it cool a bit and drink this kadha (concoction) while still warm. It will work wonders for your immunity. If giloi plant is not available, get processed giloi powder from Hamdard or others, and concoct a similar drink once a day.3. A small piece of camphor (kapoor) approximately the size of a tablet should be taken once or twice a month. It can be swallowed with water by adults while children can take it along with mashed potatoes or banana because they will find it difficult to have it without any aides. Please remember camphor is not to be taken everyday, but only once each season, or once a month.4. Those who can take garlic, must have two pods of raw garlic first thing in the morning. To be swallowed daily with lukewarm water. Garlic too strengthens immunity like the earlier measures mentioned.5. Those not allergic to milk, must take a glass of hot or lukewarm milk every night with a small measure of haldi (turmeric).6. Aloe vera (gwarpatha) too is a commonly available plant. Its thick and long, cactus-like leaves have an odourless gel. A teaspoon gel taken with water daily can work wonders for not only your skin and joint pains, but also boost immunity.7. Take homeopathic medicines — Pyrogenium 200 and Inflenzium 200 in particular — five tablets three times a day, or two-three drops three times a day. While these are not specifically targeted at H1N1 either, these work well as preventive against common flu virus.8. Do Pranayam daily (preferably under guidance if you are already not initiated into it) and go for morning jog/walk regularly to keep your throat and lungs in good condition and body in fine fettle. Even in small measures, it will work wonders for your body's resistance against all such diseases which attack the nose, throat and lungs, besides keeping you fit.9. Have citrus fruits, particularly Vitamin C rich Amla (Indian gooseberry) juice. Since fresh Amla is not yet available in the market (not for another three to four months), it is not a bad idea to buy packaged Amla juice which is commonly available nowadays.10. Last but not the least, wash your hands frequently every day with soap and warm water for 15-20 seconds; especially before meals, or each time after touching a surface that you suspect could be contaminated with flu virus such as a door handle or a knob/handle, especially if you have returned from a public place or used public transport. Alcohol-based hand cleaners should be kept handy at all times and used until you can get soap and warm water.(The author is an avid reader and follower of alternative therapies including spiritual healing, ayurveda, yoga and homeopathy","First and foremost, there is absolutely no need to panic.Here are some easy steps you can take to tackle a flu virus of any kind, including swine flu.
It will work wonders for your immunity.
A teaspoon gel taken with water daily can work wonders for not only your skin and joint pains, but also boost immunity.7.
Even in small measures, it will work wonders for your body's resistance against all such diseases which attack the nose, throat and lungs, besides keeping you fit.9.
Alcohol-based hand cleaners should be kept handy at all times and used until you can get soap and warm water.","['available', 'flu', 'remedies', 'water', 'work', 'times', 'avoid', 'wonders', 'tulsi', 'giloi', 'swine', 'warm', 'used']",
Cadila to apply for clinical trials for swine flu vaccine,https://timesofindia.indiatimes.com/Cadila-to-apply-for-clinical-trials-for-swine-flu-vaccine/articleshow/4881843.cms,"Tue, 11 Aug 2009 11:49:44 GMT","NEW DELHI: With an aim to launch vaccine for Influenza H1N1 A Virus (swine flu) in India, Cadila Pharmaceutical will seek the government's nod in two days for initiating clinical trials in this regard.Cadila Pharmaceutical Ltd (CPL) had set up a joint venture 'CPL Biologicals Pvt Ltd' with the US-based vaccine maker Novavax for manufacturing and developing a host of vaccines, including for swine flu, in India.""The joint venture is going to file the application with the Drug Controller General of India (DCGI) in the next two days for phase-I clinical trials for swine flu vaccine,"" CPL Chairman and Managing Director I A Modi said.Modi expressed confidence that Cadila would be the first Indian pharma company to launch the swine flu vaccine in India by December.""If we get the permission of DCGI soon, then with the advanced technology available from our partner, (we) would be able to launch it in India by December this year,"" Modi said.With its existing facility, Cipla can produce up to one million doses of the vaccine per month, which can be scaled up to two million doses, Modi said.""Novavax has already received permission for clinical trials from the US Federal Drug Administration and if we get it soon, we can simultaneously start the trials,"" he added.The government has already indicated that swine flu related applications it would clear on a fast track basis and the company is hopeful of getting instant approval for it, Modi added.He said to protect from swine flu pandemic, two dosages of the vaccine are required over two weeks.The JV has already started building a facility with an estimated investment of Rs 100 crore. In the joint venture Cadila has 80 per cent stake and the remaining 20 per cent is held by Novavax.Besides this, Cadila Pharma also holds 5.75 per cent stake in Novavax Inc US and has a position on the board of directors of the US-based company.","NEW DELHI: With an aim to launch vaccine for Influenza H1N1 A Virus (swine flu) in India, Cadila Pharmaceutical will seek the government's nod in two days for initiating clinical trials in this regard.Cadila Pharmaceutical Ltd (CPL) had set up a joint venture 'CPL Biologicals Pvt Ltd' with the US-based vaccine maker Novavax for manufacturing and developing a host of vaccines, including for swine flu, in India.
""The joint venture is going to file the application with the Drug Controller General of India (DCGI) in the next two days for phase-I clinical trials for swine flu vaccine,"" CPL Chairman and Managing Director I A Modi said.Modi expressed confidence that Cadila would be the first Indian pharma company to launch the swine flu vaccine in India by December.
""If we get the permission of DCGI soon, then with the advanced technology available from our partner, (we) would be able to launch it in India by December this year,"" Modi said.With its existing facility, Cipla can produce up to one million doses of the vaccine per month, which can be scaled up to two million doses, Modi said.
""Novavax has already received permission for clinical trials from the US Federal Drug Administration and if we get it soon, we can simultaneously start the trials,"" he added.The government has already indicated that swine flu related applications it would clear on a fast track basis and the company is hopeful of getting instant approval for it, Modi added.He said to protect from swine flu pandemic, two dosages of the vaccine are required over two weeks.The JV has already started building a facility with an estimated investment of Rs 100 crore.
In the joint venture Cadila has 80 per cent stake and the remaining 20 per cent is held by Novavax.Besides this, Cadila Pharma also holds 5.75 per cent stake in Novavax Inc US and has a position on the board of directors of the US-based company.","['trials', 'flu', 'venture', 'apply', 'modi', 'launch', 'joint', 'india', 'vaccine', 'cadila', 'clinical', 'swine']",
Synthetic bedding 'can cause asthma',https://timesofindia.indiatimes.com/Synthetic-bedding-can-cause-asthma/articleshow/4880666.cms,"Tue, 11 Aug 2009 07:23:53 GMT","NEW YORK: Are you prone to asthma? Then avoid synthetic bedding, for a new study has claimed that it can aggravate asthma more than feather products as it contains high levels of fungal cells.An international team has found that synthetic bedding contains much higher levels of fungi related beta glucan than feather bedding, which are non-allergenic components from the cell walls of fungi that can account for up to 60 per cent of the weight of the cell.""This study adds further strong evidence that feather bedding is better than synthetics if you have asthma. This is because beta glucan is pro-inflammatory and associated with lung function changes including peak flow variability in kids.""There have already been a number of international studies that show synthetic bedding is associated with more asthma symptoms compared to feather bedding,"" lead researcher Rob Siebers of Otago University said.For their study, the researchers looked at 178 samples obtained from 35 floors, 35 mattresses, 35 duvets, 73 pillows. The total beta glucan levels of synthetic pillows were two to three times higher than from feather pillows.","Then avoid synthetic bedding, for a new study has claimed that it can aggravate asthma more than feather products as it contains high levels of fungal cells.An international team has found that synthetic bedding contains much higher levels of fungi related beta glucan than feather bedding, which are non-allergenic components from the cell walls of fungi that can account for up to 60 per cent of the weight of the cell.
""This study adds further strong evidence that feather bedding is better than synthetics if you have asthma.
This is because beta glucan is pro-inflammatory and associated with lung function changes including peak flow variability in kids.
""There have already been a number of international studies that show synthetic bedding is associated with more asthma symptoms compared to feather bedding,"" lead researcher Rob Siebers of Otago University said.For their study, the researchers looked at 178 samples obtained from 35 floors, 35 mattresses, 35 duvets, 73 pillows.
The total beta glucan levels of synthetic pillows were two to three times higher than from feather pillows.","['feather', 'levels', 'synthetic', 'study', 'glucan', '35', 'bedding', 'cause', 'asthma', 'beta', 'pillows']",
New wave of Swine flu could sicken millions,https://timesofindia.indiatimes.com/New-wave-of-Swine-flu-could-sicken-millions/articleshow/4878048.cms,"Mon, 10 Aug 2009 12:54:25 GMT","WASHINGTON: As India and other countries grapple with the Swine flu, experts here warned that a new wave of the deadly virus is ready to explode and could sicken millions.Its rapid spread would dominate the proceedings of the North American Leaders' Summit being held in the Mexican city of Guadalajara.Health authorities and experts here have warned governments across the world that the new wave of swine flu could badly hit people in the poor and least-prepared parts of the globe.""The virus is still around and ready to explode,"" William Schaffner, an influenza expert at the Vanderbilt University School of Medicine who advises federal health officials, was quoted as saying by The Washington Post. ""We're potentially looking at a very big mess,"" he said.Officials of the Obama Administration said the North America Leader's Summit would discuss the issue and their collective effort to tackle it. ""We will focus on preparation for responding to the H1N1 and the North American flu season,"" the National Security Advisor, General (retired) James Jones, told reporters while briefing them on the summit.""Everybody recognises that H1N1 is going to be a challenge for all of us, and there are people who are going to be getting sick in the fall and die,"" John O Brennan, the Deputy National Security Advisor said, adding that the issue presents a significant public health challenge to the US.","WASHINGTON: As India and other countries grapple with the Swine flu, experts here warned that a new wave of the deadly virus is ready to explode and could sicken millions.Its rapid spread would dominate the proceedings of the North American Leaders' Summit being held in the Mexican city of Guadalajara.Health authorities and experts here have warned governments across the world that the new wave of swine flu could badly hit people in the poor and least-prepared parts of the globe.
""The virus is still around and ready to explode,"" William Schaffner, an influenza expert at the Vanderbilt University School of Medicine who advises federal health officials, was quoted as saying by The Washington Post.
""We're potentially looking at a very big mess,"" he said.Officials of the Obama Administration said the North America Leader's Summit would discuss the issue and their collective effort to tackle it.
""We will focus on preparation for responding to the H1N1 and the North American flu season,"" the National Security Advisor, General (retired) James Jones, told reporters while briefing them on the summit.
""Everybody recognises that H1N1 is going to be a challenge for all of us, and there are people who are going to be getting sick in the fall and die,"" John O Brennan, the Deputy National Security Advisor said, adding that the issue presents a significant public health challenge to the US.","['wave', 'flu', 'summit', 'security', 'millions', 'sicken', 'virus', 'ready', 'north', 'washington', 'swine', 'warned']",
